1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	0.9973188638687134	0.9047148823738098	0.9047148823738098	0.9047148823738098	0.9047148823738098	0.9892848134040833	1.	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	0.8157486319541931	0.5429003834724426	0.5429003834724426	0.5429003834724426	0.5429003834724426	0.7937438488006592	0.8256608247756958	0.8256608247756958	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	0.3924137055873871	0.3924137055873871	0.4740222096443176	0.6693934798240662	0.298907071352005	0.5987920165061951	0.8941231369972229	0.9047148823738098	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	0.535043478012085	0.7097596526145935	0.41838499903678894	0.740639328956604	0.7782562971115112	0.237022265791893	0.6837030053138733	0.8146680593490601	0.8146680593490601	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	0.36837273836135864	0.7629982829093933	0.366848349571228	0.5059055089950562	0.7782562971115112	0.7571783065795898	0.1228553056716919	0.7501487135887146	0.7782562971115112	0.7910506129264832	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	0.9973188638687134	0.38563960790634155	0.7770848274230957	0.7782562971115112	0.7782562971115112	0.24143458902835846	4.6400145947700366e-8	0.0025753530208021402	0.0025753530208021402	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	0.9917530417442322	0.7759872078895569	0.7770848274230957	0.7759872078895569	0.7770848274230957	0.7759872078895569	0.9917530417442322	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	0.9866101741790771	0.5429003834724426	0.4916473925113678	0.3479956090450287	0.5429003834724426	0.3479956090450287	0.4916473925113678	0.5429003834724426	0.9866101741790771	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.9573084115982056	0.5429003834724426	0.5429003834724426	0.4916473925113678	0.34718769788742065	0.4916473925113678	0.34718769788742065	0.4916473925113678	0.5429003834724426	0.5429003834724426	0.9573084115982056	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.5706157684326172	0.5677473545074463	0.5389878749847412	0.42238086462020874	0.4806166887283325	0.37491321563720703	0.4806166887283325	0.42238086462020874	0.5389878749847412	0.5677473545074463	0.5706157684326172	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.7806230187416077	0.7782562971115112	0.5950862169265747	0.40639767050743103	0.5604745149612427	0.37491321563720703	0.5604745149612427	0.40639767050743103	0.5950862169265747	0.7782562971115112	0.7806230187416077	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.7806230187416077	0.7770848274230957	0.4777121841907501	0.37491321563720703	0.37491321563720703	0.37491321563720703	0.37491321563720703	0.37491321563720703	0.4777121841907501	0.7770848274230957	0.7806230187416077	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.9773670434951782	0.9724403619766235	0.37491321563720703	0.37491321563720703	0.6449560523033142	0.951965868473053	0.6449560523033142	0.37491321563720703	0.37491321563720703	0.9724403619766235	0.9773670434951782	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	0.42913156747817993	0.36272743344306946	0.5330310463905334	0.9898501634597778	1.	0.9898501634597778	0.5330310463905334	0.36272743344306946	0.42913156747817993	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	0.3827863037586212	0.366848349571228	0.366848349571228	0.533940315246582	1.	1.	1.	0.533940315246582	0.366848349571228	0.366848349571228	0.3827863037586212	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.
1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.
